PC1 PC2
0.3117191 2.008547
-1.308749 1.717317
-0.2352176 3.3903
-0.2510012 2.355647
1.12205 0.6424793
-0.01831488 1.306593
0.3612134 1.714588
-0.06027328 2.545228
2.155726 2.045009
-0.2205917 2.401128
-0.47507 4.382691
2.161439 1.257318
-1.101837 0.2943416
-1.533955 1.644911
-0.4189863 -1.702576
0.235301 -0.5749794
-2.285745 -0.113749
0.2211016 -1.599997
-2.032815 1.125419
-0.3090643 1.168704
-0.7460682 2.635588
2.503321 1.392376
0.8554466 2.734282
0.2454813 1.854343
0.6160545 1.15496
1.280917 2.702236
-0.6367995 0.5355818
-0.6078304 3.007343
0.775104 2.136072
-1.66474 2.586158
-0.09118437 -0.3571584
2.541997 4.128854
0.7126956 1.737311
-1.109405 0.5918143
1.713778 0.7412305
1.008429 1.339014
0.5628035 -1.755558
0.8412221 2.943266
-0.6415125 4.331275
1.746041 -0.06781982
-0.2656519 3.291262
-1.002462 0.4197306
2.994485 2.992198
1.848972 -0.2882275
-0.4317391 1.606545
2.213938 2.462206
-0.3954638 0.2979666
1.31048 3.11178
0.904108 -0.263756
0.5039409 1.239058
-0.02108433 3.043749
-0.8179165 -0.8503956
-0.5655469 0.1519828
-1.64655 0.9483376
0.243828 1.234225
0.07770111 3.075286
1.866197 3.512943
0.569318 2.746128
0.228677 2.280861
-0.7892615 3.275794
-0.4809033 0.4544018
0.2080966 -0.4060866
-1.473179 0.1788552
-0.5674942 -1.339035
-0.7015888 0.8889362
0.9564636 -0.1157678
2.420567 -0.6743929
-0.6773295 -0.4577657
0.4132811 2.069947
1.418041 1.954425
-1.596038 0.7924384
-0.2243386 0.321422
0.2127397 -0.4124232
0.8251892 2.317965
-0.1889524 1.304941
-0.1984406 0.55928
-0.3069961 3.29344
2.294061 2.760016
1.394883 2.327276
1.84037 0.3121512
1.412798 0.9743323
1.986073 -0.5157269
1.34723 1.876727
1.696731 0.8507434
1.350175 1.547551
-0.01756763 0.4744652
-2.099151 1.153866
-2.7478 0.8454181
-2.312382 -0.7255358
-1.067871 -0.1142035
1.19622 0.7593312
1.298681 -0.9045266
-0.3848282 2.084683
1.683271 4.351857
1.45467 0.8891921
-0.1460235 0.4028249
-0.2566361 1.698488
0.3097477 0.9108556
-2.07909 0.5746908
-0.1768323 0.5403135
-0.5204026 0.3455548
-1.25866 2.457205
-1.911279 3.429389
-0.9773349 0.7849086
0.5076121 0.8535679
-0.2919706 0.9746436
0.2115654 1.299843
0.9956354 1.676477
1.194034 1.509577
-0.8032381 1.610705
1.516706 1.827297
1.146019 0.3593731
-0.2655458 0.1797246
0.3693376 1.131962
-0.3171753 1.366891
0.7226867 1.481554
0.9661787 3.289876
-0.5108489 0.2527276
-0.3047983 1.254671
0.4315612 0.5384269
-1.027676 1.600718
-1.270831 0.8069653
-1.828505 2.177131
-0.6269828 1.904352
0.5496883 3.592053
0.3364426 2.937768
0.2423756 0.9703321
0.3339996 1.172209
-0.1911448 0.2052812
0.6707812 1.636777
1.374963 2.11756
-0.4789242 3.060546
0.1099631 2.560681
-0.4728129 0.3057929
-0.507556 1.23182
0.1449738 0.5934995
2.123549 2.373279
-1.750282 1.783752
-1.61508 1.858338
-1.2405 2.267338
2.255799 3.971602
1.651753 0.2744167
3.346004 2.091399
2.096526 3.565364
0.1014804 3.188479
0.6367991 4.026325
1.422987 0.7473402
0.9095668 1.629635
1.142881 -1.041424
-1.479356 -0.001675436
-0.7318138 1.793521
0.8842018 1.207842
0.01206791 1.478361
-0.6193444 2.235276
-1.329114 2.098738
-0.2169236 0.7852459
0.3059029 0.3619626
0.1291103 1.154292
1.057412 1.246626
-0.3379654 1.411006
2.377053 1.304414
1.172335 0.8067447
-1.670796 2.442909
-1.874904 0.5115665
-0.6432943 -0.3311069
-1.049517 1.544089
0.9659775 1.137358
-0.4482406 -0.4235083
-0.9969851 4.114261
-0.4503439 2.589694
0.1480991 2.674684
0.6721279 0.09586602
-0.5760799 1.790523
0.3740453 1.633895
-1.63729 1.576115
-0.07991139 1.044299
1.219795 -0.04717721
-1.256043 -0.1495314
0.173625 0.5513596
0.5109551 0.6973799
0.001991516 1.351458
-1.14906 3.940495
-0.5623342 2.745114
-1.724481 1.930318
1.998632 1.198946
1.067822 2.86941
-0.9072186 0.4927956
0.3308812 3.769126
1.091602 2.008049
-0.4607233 2.16865
-1.723854 1.215331
-0.4930786 0.8844553
1.94292 2.419978
0.6951913 0.9996357
-0.5414932 2.136095
0.6189952 0.4430133
1.916719 0.5726815
0.9533748 3.645265
1.416341 3.551044
-0.1466517 2.636931
-0.468685 1.074199
0.6075981 3.574747
2.809309 1.912597
2.499755 1.834913
0.1853207 0.3640118
-2.861906 2.078962
0.0210191 1.539726
1.722595 3.97985
0.9975689 2.688953
3.186439 2.895005
-0.985828 2.396017
-0.07700205 2.110772
1.56307 1.607267
0.2064025 1.305954
1.459892 1.090779
0.5629426 2.914039
1.877231 0.9230675
-0.04434529 -0.1500118
0.2259533 1.004659
-0.1146389 -0.37134
0.489925 -0.01814947
1.45936 0.6644269
-1.816513 2.860109
2.055862 1.08998
0.3412901 0.1363902
1.394252 0.6937449
-1.768343 1.247486
0.5099704 3.36913
0.3503411 -1.054479
0.8211123 3.236454
2.158922 2.002082
-0.8338999 1.142011
0.2006955 0.06918061
-0.1310178 0.9859591
-1.007033 1.691322
1.094835 0.5430082
-0.75092 -0.8134633
-1.490989 3.670933
-0.125362 2.639487
0.9787388 0.2901849
-0.1447691 0.8371396
0.8186928 0.9256913
0.4931134 2.22592
0.3532381 0.4046623
-1.582004 0.9199955
-0.7062916 0.23492
-0.2257398 1.846534
-1.22444 -0.7945887
0.6160264 -0.4863698
2.720251 -0.1475725
0.9586472 3.051244
0.6492762 0.376693
0.9160609 0.2488932
1.394895 0.6665955
-0.6529939 0.666861
-0.3493576 1.412674
0.005086897 1.184516
1.569443 1.400018
2.814627 0.8684228
1.376719 1.220238
0.923777 0.892176
-0.5386123 -0.7678415
0.8995014 0.8059363
-0.7662362 1.022899
2.587179 1.549475
-0.3290936 0.09416052
-2.435912 1.561834
-0.6329012 2.665686
0.03649948 1.974029
-1.497297 1.475499
0.4961133 3.1425
-0.006728232 1.93949
0.02455853 -0.1665161
1.059939 1.604822
0.8635204 2.863485
-1.129985 2.587608
0.9550675 -0.01277111
0.7457015 3.072498
2.191135 1.710117
-0.849164 3.461663
0.4931857 1.650365
-0.8175223 0.1710828
-0.4357951 1.978814
-2.327201 2.136907
2.46381 1.515852
0.7553187 2.130269
0.9830737 -1.501184
0.02608195 0.2104707
0.5905254 3.015006
1.276411 2.765257
0.2587246 0.5245955
-0.9317311 0.3509885
-0.03781205 2.340703
-1.068215 0.2517849
0.3915525 0.2103449
1.197202 2.522957
0.8063549 1.702721
-0.9490682 0.7047478
-2.172368 0.4290359
-1.82257 1.908647
0.0830923 1.634165
-0.4218165 1.143043
-0.6359548 2.258485
-0.618132 1.897975
-0.4779182 0.8519937
0.4721335 1.543778
1.631832 0.7169054
-0.6263305 1.925437
0.626489 0.720519
0.6346109 1.371103
-0.6448774 0.6021874
-1.526274 0.4712407
2.120401 1.420662
0.5916746 2.805363
1.320201 2.098833
1.175244 -0.9247588
1.324085 0.2656347
-0.5572809 2.418947
-0.8701414 1.711093
1.969019 -0.1338177
1.112314 1.570547
0.9143607 1.375328
0.751007 2.672332
0.007802321 0.4760426
