PC1 PC2
-1.179 2.425548
-1.594417 2.297262
0.3796172 2.318673
0.6400233 0.1830402
0.3561559 2.948069
2.371387 1.049633
2.366011 1.344298
3.095187 0.5398398
1.951869 1.509844
0.6823093 3.607122
-1.37069 2.807617
-1.203593 2.125669
2.676894 3.928437
-0.4787798 2.528787
0.7500505 0.3177642
-0.2945445 1.856616
-0.4982512 1.636417
0.3207353 2.940902
1.524103 2.428844
0.1858767 -0.4689637
1.139231 0.2702755
0.3067974 0.5231363
-0.5565986 2.701892
-2.152597 -0.06686191
-1.281939 1.861413
-0.3798049 1.9046
2.811958 1.215045
0.3735833 1.147286
0.09752625 2.346118
-0.5080685 -0.2101338
-0.2644529 3.083518
1.160013 3.772195
0.9839053 3.05936
1.016239 2.421157
2.572328 3.746561
1.25603 3.02026
1.387392 3.428208
-0.02499875 1.1804
1.933292 3.537794
1.353034 0.2149306
2.285385 2.35426
0.2874121 3.167982
-0.5642458 3.085681
-0.01327916 1.99563
0.0868717 0.5140225
-1.332294 2.885066
-0.961123 2.449499
-1.020503 2.608067
0.7955091 0.7837141
1.637044 1.462709
2.073434 1.946569
0.9478113 2.096469
0.5111792 0.8227982
0.5227606 -1.055045
0.9634087 1.723362
1.827406 2.098491
-0.7502274 1.013852
-0.730655 0.9051745
-0.4860049 -0.4603565
0.334235 0.9383656
-0.3101695 3.362089
1.525763 3.367019
1.27549 1.210854
-0.5044204 2.021067
-0.04189548 -0.07469121
-0.5617697 1.492218
-1.967181 0.5451228
-1.12022 1.82103
0.7113574 2.370478
1.651798 -0.8091592
0.05397781 1.826969
-0.1008355 1.840109
-0.0572425 -0.4821746
0.2312194 3.009793
0.2650577 0.1289118
-0.5191065 0.9298718
0.2782721 -0.4261963
0.7637767 0.2887268
0.545452 1.397766
-0.1270624 0.06138061
0.3240895 3.262547
0.5213524 0.6550908
-0.07475548 2.742927
1.453634 2.480452
-0.5482119 1.062913
0.1708948 1.839945
1.090068 3.04215
0.5311633 0.4471883
1.178437 1.301215
1.649953 0.6998315
-0.7809914 -1.54804
-0.3324966 1.354972
-1.143966 1.505667
1.684675 3.681624
-0.7854237 2.435581
-1.145217 0.8421594
0.9332973 2.922832
-0.5041316 3.022104
-1.183287 4.716677
0.07594414 1.398819
-1.173233 3.452347
-1.008315 4.903114
0.06281021 2.718215
0.9657782 3.743087
2.056767 1.206775
0.6553735 2.653712
0.2204375 2.65128
-0.7065951 0.8085948
0.9955383 0.2603735
-1.598799 0.3370655
-0.1943847 2.639087
-1.378875 2.168161
-1.826804 1.328451
-1.041704 2.490996
-1.574549 1.860879
0.9030603 0.3910096
2.110246 2.511972
0.7364248 1.479753
-0.3850979 -0.7832367
-1.524133 1.111919
-1.380572 -1.239163
0.4906255 3.156194
1.162485 2.387513
1.198094 3.062075
1.988394 2.636898
2.68426 1.495813
-0.1099291 3.744341
0.6654143 1.138557
0.9523338 2.22584
-0.6879946 0.2085468
-0.6998829 1.69401
0.5205399 1.195295
-0.1075007 1.089197
-0.375414 0.1917464
-1.433299 1.638514
1.004265 3.36684
0.1106046 1.257943
1.088941 1.527666
-0.2827101 2.197193
0.009163439 1.454739
0.2606417 1.726809
-1.114132 2.4168
1.531863 0.3711656
1.076359 0.6579948
2.69009 1.974507
-0.06510612 2.272408
-1.76833 1.006798
1.017189 0.2324821
-1.200342 -0.7672311
-0.2946799 1.181793
0.2512305 1.534297
-0.05892139 1.768951
0.002584081 4.095593
0.1287553 2.077987
-0.5102222 0.5949685
1.405067 2.11485
0.5663456 1.85282
1.21985 3.849422
0.2199239 1.631318
-1.507313 2.450098
2.373839 1.524104
-0.2380599 2.510602
0.6110031 3.43537
0.07122378 1.025652
1.297604 2.973788
1.655029 3.306247
0.6685422 2.577435
2.568989 1.218036
1.72679 0.6801325
1.37809 0.862778
0.6437324 1.914524
-0.9685326 3.675558
2.374376 0.4605386
3.039727 0.3876961
0.8193173 1.241131
1.480817 1.237865
-0.1945201 0.9127927
-0.5226669 0.5503291
-1.555147 0.9492622
-0.7870031 1.455861
0.07163224 1.506309
0.3107658 1.761033
0.1425531 3.381702
-0.9485785 -0.1178963
-0.631505 1.473609
-0.9974879 1.358057
-0.5894239 0.9373115
1.189538 -0.957564
-0.641273 0.6486284
0.6834372 1.22572
-0.2449636 0.8901591
-0.08115734 2.294907
0.979646 0.1108805
-0.7849079 -0.05211328
-0.7117255 -0.5726224
-0.6493877 0.7440846
0.5217641 2.284181
3.08028 1.677146
-0.6670744 1.664665
-1.50876 0.9838795
-1.231201 3.145309
-0.7139491 -1.168813
1.358713 1.855115
0.2022027 1.773104
0.8434302 -0.1484699
-0.6226821 1.536709
0.1815164 1.678947
2.337871 4.786607
0.7056748 2.115397
0.7781672 3.061935
0.342972 1.55924
1.875996 1.082423
1.406474 1.779765
-1.839329 -0.2908727
-0.2516517 1.729796
-1.376988 0.3516614
-0.379049 -0.9700907
0.1508852 0.5654768
-0.9589387 1.332547
-1.182053 0.9520024
0.1962437 1.042665
1.699188 0.1030311
-0.6464834 3.986974
-0.4970199 0.8815233
1.027038 1.120989
0.7403235 1.947273
-0.6061935 1.419878
1.466189 2.350357
-0.9365748 3.418972
0.2312851 2.158539
-0.2144321 0.7875049
-0.08480937 0.902325
1.489992 1.895808
-0.208435 0.6494677
-0.8638169 0.8443145
0.6197747 0.1737619
0.5506874 1.610826
-0.9968109 2.401807
-0.4643612 -0.388997
-0.5640015 0.6222875
1.213699 2.917156
1.417506 0.6597015
1.483335 -0.3211836
-2.586857 0.4875392
-0.8132462 1.688071
-0.1062101 1.69164
0.1169937 0.0601964
0.196894 -0.3344005
-1.431509 1.996849
2.024866 -0.8826267
0.8517949 1.517353
0.3324149 0.5179116
4.059701 1.41059
0.9346105 1.30617
0.2083278 2.096207
-0.6715344 2.162745
2.527549 1.501056
2.599436 0.3587328
0.04517757 1.543166
1.571656 1.305178
1.34653 1.21202
-0.132305 2.242803
0.4422229 0.8612604
-0.3805203 -0.393809
0.3996175 -0.6931038
2.488993 -0.8975511
2.785696 0.3678029
0.8495516 2.106917
2.030979 2.283558
0.1416011 -0.5971278
-1.41233 0.1762171
1.928067 3.154304
-1.013674 1.866002
1.524931 1.711898
-0.6559149 -0.3896051
2.075277 2.653271
1.19234 2.308777
1.820269 1.015808
1.667595 0.2422531
2.413596 0.2037079
0.6307132 1.071844
0.8885418 0.9709045
1.356955 0.5441422
0.05831547 -0.5680074
-0.1485994 1.53917
-1.037008 1.322657
1.329106 1.73343
2.52729 2.601259
-1.024682 -0.1525319
1.062959 0.07143692
-0.7407237 -0.4231809
-1.755626 0.490524
-0.9686076 1.304502
0.4706908 -0.8016117
-1.724941 0.7309041
1.255521 -0.6631118
1.369974 1.090415
-0.4651036 1.321938
0.2712145 1.240442
1.124706 2.533521
-0.05499098 1.797768
0.1138504 1.03138
1.969342 1.577136
0.139633 4.309307
-0.946929 3.019278
-1.365389 2.073014
0.8810303 1.887986
0.802112 1.258227
0.6185264 0.9264705
0.0881672 2.580432
1.54685 1.648504
1.173941 -0.79378
0.4849227 3.511441
-2.425727 1.566137
-1.67319 0.1808515
-0.2069585 1.311202
-0.5750734 1.883182
-0.8507567 0.3947213
-0.5711497 0.5926312
-0.3301212 0.1565695
1.868628 1.426748
0.1706894 2.535597
0.9040662 0.9106955
-0.2645827 1.942987
-1.135204 4.16482
-1.422635 2.941752
-0.882534 1.715268
-0.7032037 2.516248
0.4889247 2.043926
-0.5274633 1.426714
-0.5957047 0.16123
1.088204 0.6799429
-2.185063 1.840538
0.09723876 0.6016923
0.1407261 1.451398
1.961723 -0.1842759
-0.1121888 -0.02238567
-0.4490736 1.192012
-0.2925544 1.43224
-1.094078 1.664351
-1.127437 1.583446
-3.442812 2.237912
-1.13075 4.486169
-1.212053 4.335128
1.111319 1.838315
0.1334723 -0.5273598
-0.2190674 -0.3652237
1.28281 2.744019
0.6496856 1.535053
0.1852413 1.92658
0.5444537 1.352405
-0.2796204 1.914273
-0.3495964 5.022228
-2.276223 2.639081
-0.7206555 2.472771
-1.355865 4.532973
-1.706065 3.081191
-1.616693 0.6741442
-0.1372563 1.507295
1.959459 -0.273707
1.009142 2.476767
0.6548818 1.941388
-0.7205811 1.784408
1.779658 -0.7499817
0.3426277 1.448165
1.368948 0.5534969
0.259701 0.8311331
0.1295176 2.162333
-0.913172 0.9073403
1.17076 -0.3718226
1.613208 0.9503389
-1.321285 0.8317242
-0.1920706 4.03512
0.5616681 0.8823124
-0.8835147 0.3562668
-0.8620521 1.592854
-1.294256 0.1759079
3.424761 0.6823714
1.482431 1.22431
-0.3392033 1.141426
-2.009458 1.417666
-1.013655 1.034442
1.335827 3.022417
0.5625132 1.200693
0.2574087 0.1330586
-0.4926855 2.607254
-0.2614957 3.191319
-0.9018987 1.854751
0.8834386 -0.4678354
-0.9861531 -0.2418208
1.06802 0.8043774
0.3652963 2.40935
1.294097 3.761876
-0.750276 0.5992998
0.7824234 2.324758
-1.680235 1.12486
1.318889 1.82418
0.06362426 1.975369
1.763995 0.1721336
0.8296609 0.9064279
1.935569 0.6849236
-0.04022445 2.8087
-0.6093322 2.668161
-0.5830958 -0.08108284
0.7661767 -1.477584
3.078132 2.902243
1.62678 0.9923533
2.014328 0.7034726
0.4862955 1.223103
2.929567 -0.1849365
-0.3606986 3.060302
-1.464592 3.271284
1.123106 0.8654949
2.281677 -0.740383
-0.3984986 0.5756366
1.410175 1.393864
2.885816 0.9123416
1.801126 1.376346
0.6303526 -0.834856
1.567825 1.94709
0.4287108 3.086995
-1.435506 0.8770009
-2.210258 2.931233
-1.477749 2.9434
-0.3377617 1.626038
0.2767869 -0.2119212
0.3918976 1.151547
0.145863 3.252031
0.3609471 1.272249
-0.3967119 1.181384
0.4366538 0.3879194
2.02366 0.4044491
1.793613 0.1141887
1.101827 0.8808081
2.919081 -0.668898
0.5026209 2.948369
0.1293914 2.668441
-0.5963452 0.7783881
1.133395 1.570025
0.07577971 1.409314
-0.9100196 0.7738043
2.079468 0.5916371
-0.6166024 -1.939609
-1.08316 -0.4398154
-1.483055 -0.3454504
-1.971123 -0.110774
0.5212796 1.460041
-0.9067536 0.02456717
0.9460129 0.8162196
0.2578726 -0.8105998
-1.165284 2.734308
-0.5818079 1.975603
-1.077514 2.042028
0.6297739 1.529864
-1.057613 1.924245
0.2681422 -0.3095709
2.89258 0.5332593
2.306059 1.077414
2.386387 1.891155
0.8524811 0.6018749
-1.747572 4.170594
-1.731594 1.182309
-0.6971492 -0.5904311
2.17176 1.23145
1.125624 0.100489
0.8805038 2.998172
1.717154 2.385116
0.6854436 1.170875
0.3816368 1.267975
0.4736771 2.608194
0.8791811 -0.8080464
2.140015 2.587214
0.2160181 3.778157
0.8507796 0.6584779
0.9744646 0.3664093
-0.7329717 -0.3248076
1.672987 -1.7837
-0.7898764 0.9319012
2.130307 2.03852
1.945538 2.781934
3.010045 1.812154
0.4510299 4.337648
0.4470449 3.358865
-1.585185 -0.6458123
-1.228468 -0.3701332
1.754431 1.296271
1.25699 1.549382
0.1781317 -0.4449957
2.277386 2.761427
1.705418 2.306988
-1.676092 -0.6133347
0.2439194 0.8483222
0.8281949 2.68469
2.027811 0.8893987
2.870021 2.01272
1.720003 2.033658
0.1075424 3.207034
1.453613 1.856703
-0.2743891 0.3842183
2.976902 -0.7052808
1.621321 2.941665
-0.5425244 0.02672827
-1.053182 0.6203421
-1.160875 0.7455794
1.838482 -0.7414389
0.6623473 0.7923488
-0.4263372 2.100683
-0.07184841 2.036882
-1.687514 0.9319404
1.115027 2.33145
0.3825651 2.347289
-1.346933 -0.2826061
1.528193 1.525518
0.7501135 1.950597
0.7573923 0.3968723
0.8783056 1.387274
0.5251209 1.983654
-0.9141865 0.03803595
-0.02979676 1.687109
-0.7587452 1.911516
0.768087 0.952727
0.2795387 2.269334
1.412102 0.678894
-0.9788201 0.6559506
-0.9900818 3.905422
1.055 2.466017
0.8274042 3.946378
-0.5820561 -0.3072584
0.02831131 0.1494008
0.7385773 2.498218
-0.6006237 1.24907
0.1727602 -1.008305
-0.3528289 2.436371
-0.6845984 -0.01327495
2.807085 -0.558601
-1.139747 0.8512101
1.877473 1.993394
1.244481 3.940111
1.356822 1.962187
1.777254 1.320511
0.4080495 2.158369
1.892401 2.847456
1.919422 2.774471
2.778255 0.7196356
0.6885395 2.655271
-0.8770638 -1.079047
-0.6938507 -0.1573023
1.014288 2.174701
-0.6618176 1.550753
1.125564 0.1104733
0.9275976 3.369505
2.00264 1.990691
0.2914494 2.357387
0.2238151 0.661606
0.9497468 0.4966927
0.004642596 3.08817
0.6957848 1.04174
0.8462525 0.858239
-1.047288 -0.06676706
0.7109585 0.3919252
1.029481 -0.5292165
0.9582164 0.6013667
1.787744 0.9577279
2.661044 1.838094
-0.452753 0.3209196
0.9206816 1.900134
1.122028 -0.400899
-2.203976 1.211568
1.04913 -0.367264
0.8979142 -0.9427366
0.3305007 0.4242818
-2.136391 1.514004
0.3296403 1.955401
0.4157938 2.905802
-0.5655278 4.572045
-0.4512093 1.030276
0.1595841 2.650695
0.603927 2.82845
1.659974 0.9510006
0.5653801 1.847129
1.053618 0.5339341
-0.1474227 1.158206
1.655474 3.370852
0.4422048 2.00309
0.3123722 0.5991617
-1.147268 3.841439
0.8111387 2.611284
1.650957 1.353381
-1.525625 1.191279
-2.170027 0.1495497
0.5283581 1.350802
0.4632412 3.36522
-0.9991451 1.783565
-0.07186668 0.008800993
-0.02844924 0.9228402
-0.7168534 0.5314118
0.6608681 0.9481364
-0.1451566 1.472035
0.3892539 1.319766
0.3656292 2.057632
0.9414862 2.699
-2.878207 1.819957
-2.464268 1.803039
-0.8524203 2.349555
1.937327 1.946589
1.742536 -0.02573131
0.6330764 0.9475627
0.1117394 2.32416
0.47892 1.768912
0.9702302 -1.60119
0.003624019 1.786909
3.041067 1.785451
-0.8177473 1.876089
0.8775092 1.815573
1.123875 1.639281
0.9709601 -0.09452093
-1.271958 1.327137
-1.207922 -0.7233772
-1.499128 1.359186
0.6499362 -0.1387037
0.3439206 1.949779
0.8225011 1.682974
2.202991 0.6453855
-0.3123161 2.160273
0.2718465 0.9486598
1.235937 2.885343
1.14049 0.4036615
0.9535894 -2.377094
0.3326721 -0.8790177
1.648583 -0.01908302
-0.7131104 0.5029047
1.146945 1.031358
0.9862354 1.617966
2.359426 1.207948
2.238803 0.2770102
0.1576447 3.155472
-0.489722 2.370047
0.3131675 0.6358739
-1.01534 1.483748
-0.1548374 0.235701
-0.3554992 -0.1271045
-1.28834 2.18392
0.1632347 1.433653
-2.12404 2.960735
1.477158 1.220066
0.09415501 0.7507062
0.1928554 -0.9923121
1.644278 2.982928
-0.5356236 2.485311
-0.5012965 1.296039
0.5443587 1.156012
0.05545275 -1.000501
2.14594 2.38608
-1.109708 3.062386
1.111107 -0.2557803
-0.09920234 0.9334566
0.3187334 2.065186
0.401017 0.3635027
3.266765 0.9839938
-0.3883968 3.771025
0.380574 0.71359
2.271824 1.407309
0.7713357 1.320537
-1.282191 -1.388327
-0.2873227 -1.383445
0.2033003 1.328686
-0.242973 0.5970775
0.4554963 0.3840741
0.7482748 -0.240181
0.8336604 0.8313983
-0.2688648 -0.1154644
-1.174152 1.752882
-0.5704029 0.7406822
2.403138 2.765093
2.883829 1.477693
0.8834325 0.8549269
-0.5826832 3.854969
-0.07518167 2.516663
0.07844629 -1.111992
1.655758 0.536091
0.2172884 1.401677
1.148083 -0.1917264
1.436294 0.9178061
0.02733164 2.638832
-0.3080893 1.43868
-0.723251 -0.7809748
1.945494 1.187512
2.05299 1.85616
0.6858494 4.060006
-0.5767378 3.291908
0.8602506 1.783318
1.420898 0.8657126
-1.00332 1.969558
1.597909 2.567953
-0.8563318 1.099808
0.02775784 1.230719
1.290917 0.4715774
1.045081 1.015822
0.9405588 2.297982
-1.448244 0.9765444
-0.597051 3.027675
0.4822443 2.362302
-0.2096748 0.4452596
0.8272282 1.377711
-1.187996 0.5903107
1.412055 2.267101
3.109529 0.3830473
0.3355225 0.6313828
0.5867847 1.86232
1.58779 0.1115682
-1.002216 2.218189
1.500485 1.725385
2.120132 -0.8713726
0.9804832 1.268893
0.2604981 2.830831
1.580474 1.416521
1.302199 1.536525
1.570427 0.3382687
2.038147 0.3764175
-0.999738 -1.585451
0.162747 0.637344
-0.5001059 2.158707
-1.642189 1.242946
-0.4426663 2.355526
-0.2302534 1.04062
-0.008486023 -0.008695564
0.7076407 1.806254
0.3570509 2.940425
0.2997346 2.595161
0.3587092 1.646083
0.1944995 -0.3643139
-0.6970872 0.7613552
-0.4633604 1.587593
0.8965982 0.2501613
2.408647 1.339658
-0.8212441 1.584698
-0.6228315 0.7707131
-0.4795432 -0.04668657
2.238108 0.6886653
-0.5302096 1.534656
0.009237394 1.227671
1.652063 2.53891
-0.5340856 -1.352295
1.126279 -0.3549882
-1.415956 1.264968
0.5968999 2.580423
0.4452724 3.613353
2.673971 2.759416
-0.3672394 1.648634
3.612973 0.02252849
-1.643993 2.671602
0.004681364 0.3843074
3.088715 1.2411
4.014828 0.8899745
0.3293848 1.536822
2.301065 -1.488359
-0.2225673 0.5127834
-1.779284 0.880532
-2.322133 2.275654
-0.9556622 -0.2196322
-0.2366159 -0.1601803
-0.288874 0.9905297
1.442648 0.2807258
-0.07325923 -0.8918585
0.1808031 0.7395422
0.2071398 1.127931
1.085303 2.001575
0.07842296 0.6191506
0.05581059 1.141708
0.5990563 0.933075
0.7608452 1.991465
0.2837254 0.9040272
1.692865 3.19634
0.9410415 2.27909
0.9011453 -0.3614205
2.128747 2.498772
2.516686 -2.17919
1.19038 0.804169
3.613613 -0.4070707
0.3426191 2.204361
-0.6983987 3.297151
0.4037236 0.7935308
1.439268 -0.6083471
2.267798 2.802534
-0.3390851 2.593952
0.3125702 0.7382166
-0.5438996 0.2918474
1.287297 2.776421
1.718977 2.017737
0.03096487 2.238115
-1.149459 1.301204
-2.434559 1.415593
0.08602233 3.446958
-0.5454674 1.299517
0.8454768 0.9413697
0.4411078 0.8695641
0.01293938 2.290499
1.301271 3.59101
1.345075 2.285681
1.110229 2.822694
1.339404 2.628969
0.1089208 3.198061
1.059691 3.737718
-1.022354 1.983112
-0.264113 0.0811394
0.9513146 1.151235
-0.5678992 -0.07448889
3.459614 1.725229
0.5432748 1.677651
-1.366416 -0.5873597
0.6063336 2.199266
0.3936347 1.622287
0.332266 0.05312311
0.7116168 3.72075
-1.885966 2.550199
0.1455678 1.647559
0.7350717 1.426746
1.320139 2.538262
-0.5389474 1.240309
1.332694 -0.7260974
0.3072189 1.340593
-3.120346 3.155135
0.6488717 0.5423381
1.251286 0.6892056
1.71654 1.409522
2.580963 2.528068
0.7934974 -0.3161091
1.221892 3.352136
0.3684129 1.883787
-1.598472 0.8379095
1.92971 1.905074
-0.7447617 2.735074
0.6192523 1.806017
2.833049 1.075502
-0.8042224 2.22286
0.2516347 -0.2408409
-0.4712033 -0.5300261
0.6367722 2.310486
-2.270496 2.427249
-1.476309 2.44169
0.5561392 0.4788331
-0.2296304 2.006251
0.9765976 0.6454923
-0.469079 -1.069112
-1.490869 0.1235109
-0.8972582 0.2398982
-0.5936148 1.214344
0.6179096 0.8639001
3.712635 3.711481
1.168657 1.974492
0.5689813 3.159264
0.6102961 1.658334
1.742917 3.241533
1.387576 3.02514
0.7658574 1.008954
-0.4999256 1.383676
0.4078646 -0.8584595
-1.962632 -1.544752
0.6136488 1.323416
-1.885677 1.632832
-0.2677117 0.5533648
-2.622666 5.479865
1.159237 2.411354
-0.8197581 3.398912
-0.1763127 -0.3827097
-0.1714611 1.629716
-0.2454439 0.5538698
-0.682303 0.4840067
1.21528 0.3483564
0.1493302 0.5793911
-1.903303 3.918803
-1.633274 2.462961
0.8195537 2.580596
-0.1658807 0.6388847
-0.5819297 2.193119
-0.09319315 -1.384597
0.3960594 2.272383
0.505104 0.7053051
3.228709 0.05846218
2.384646 2.780645
-0.9811526 3.047188
-1.206619 0.5837921
0.4713746 -0.20307
0.7586935 0.1560953
1.101726 1.430198
0.3360641 2.300392
0.6379167 2.214666
2.171619 2.412908
-0.4700945 1.331741
0.3595273 1.047991
2.087054 2.498567
-0.4233908 0.3444772
1.617256 3.26984
-1.975621 0.425091
0.7073919 2.691633
0.2723496 2.108536
1.489067 3.034045
-0.006637165 4.118767
0.627221 1.891075
3.134683 3.252935
0.3791737 1.120696
1.086531 3.079806
1.747383 2.785395
-1.789197 2.139567
-0.7982534 3.047719
0.01207078 3.906933
-0.8420759 0.6094324
0.5987731 -0.5654279
0.5333777 1.488547
-1.840618 0.1255925
-1.486299 3.089854
-0.3773717 1.228958
0.7336686 1.516731
1.536205 2.014045
1.677878 1.226248
3.634984 0.2219994
-1.052184 3.686831
-0.5478552 2.38602
-1.57411 4.066054
0.1093912 1.796039
0.7408419 0.4779509
-0.5423438 1.911761
0.5868839 0.6632464
1.42804 0.8520555
3.116869 1.823767
0.1102805 2.507683
0.2986787 3.265015
-1.161326 -0.1193252
0.278651 -0.996296
2.147316 0.4575953
1.816255 0.7394673
1.949186 1.49182
2.701756 1.42819
-0.7467442 0.1673155
-0.02215273 0.6817505
-0.8868829 2.194354
0.4779203 1.646755
-0.5463293 0.7794576
1.092213 2.732649
-0.1299228 1.045569
1.529964 2.354376
-2.299423 0.5217618
-0.9345182 0.7188404
-2.012279 0.1099654
1.244544 -0.6170315
-0.5741775 2.277103
-1.58983 0.04733805
0.4666164 -0.02481306
0.9315256 1.151087
-0.05039069 2.852777
-0.8563474 -0.1702216
0.9986412 4.277853
-0.9825416 0.1201314
0.02363891 0.1506497
0.373788 0.9488126
-0.4720053 1.690588
-2.038183 4.352292
-0.7054185 3.173974
-0.877264 2.418246
-0.2582186 2.927442
1.058948 1.596128
1.951087 1.414121
1.532548 1.148092
-0.208572 2.110654
-1.184764 -0.4139069
-1.372784 -0.3558912
-1.158347 -0.8100376
1.678107 0.6648395
0.7197425 0.2448102
-0.3432914 0.6529871
0.3847282 -0.8354497
0.2673919 1.455558
0.8157456 -0.6039502
-1.235145 3.11552
-1.933709 0.6568855
-0.05325358 2.352087
1.708705 2.365224
1.276315 0.7232342
0.02794184 -0.01873647
-1.117419 3.774517
0.4413971 2.793784
-0.3593609 0.1025234
0.9926718 3.951448
0.1762081 1.602124
-1.044727 1.270787
-0.1867586 0.2736456
1.007674 0.7210279
0.2912473 1.190302
-0.4782038 1.448407
-0.2910973 1.551392
2.681447 0.9970763
2.238117 0.05356591
1.033569 2.550612
0.5881905 0.7682365
1.569134 3.208865
0.5578698 0.1246935
1.502821 1.374238
2.953222 2.374229
-1.08277 2.546979
-0.5567235 4.130565
0.6028015 3.313724
-0.880929 1.657391
0.06207226 2.503286
0.3556753 0.5707572
0.005545611 1.035585
1.205461 0.9038229
2.092068 1.323571
2.699193 4.085022
1.171764 0.6847366
0.4872528 2.709239
-1.321135 2.750137
0.04346179 -0.05935673
3.856842 1.65377
1.048262 1.29959
0.4247431 0.7519518
0.01646585 0.3701956
0.1253022 -2.082924
0.70421 -0.4817517
0.8888116 1.305754
-0.305929 0.9748943
0.5527528 2.421417
-0.2350917 2.259563
0.8760489 -0.1166868
-1.042223 1.197478
0.1737138 0.4344594
0.05323894 3.573382
2.70043 2.600107
-0.262923 1.8501
-0.7556536 1.331417
0.3175931 1.256257
-0.4394064 0.8434958
-0.4350152 -0.09984179
-0.08126831 2.614318
2.091023 2.203011
1.785365 2.382914
0.9227402 1.971899
-2.384982 3.200357
-2.237765 1.873029
1.344035 2.709638
-1.104237 1.747788
0.3840714 0.9889328
0.5464195 0.6387441
-0.1135544 2.621777
0.2780387 2.603153
-3.067168 1.007009
0.6881081 0.02532018
0.2824635 2.040776
2.512841 1.253533
-1.911878 1.442115
0.4445033 1.223031
-0.8528307 2.106599
-0.8441012 3.581068
-0.9234455 1.074719
0.7645337 1.994972
0.9342961 1.252373
1.467229 2.700835
1.148802 0.2939895
-0.7649901 0.8426588
0.5619775 1.943466
1.423557 3.809202
0.9372542 1.90153
-0.06772696 0.8484342
-0.4019337 1.089471
-1.049922 0.8328823
0.5488042 3.188811
-2.289883 2.417941
1.29722 2.26885
2.780973 1.65577
-0.0979957 2.645392
0.5062763 1.582769
0.6600867 1.363156
0.1065168 -0.2843381
0.5820053 1.285514
0.5830856 1.088841
0.5399885 2.238701
0.6098511 2.777371
1.427158 2.304715
0.05588141 3.17762
1.876413 2.145216
-0.2036352 -0.1664416
-0.1665501 -0.5096126
1.61161 1.942208
1.342754 1.801733
-0.3075719 2.641968
0.8326849 -0.2587683
0.6959479 0.4517714
2.561973 1.249232
-0.2014359 0.6616947
-0.8375248 0.345196
0.2478525 -1.595839
1.098788 3.377869
1.196681 0.4221629
-0.7410905 1.298165
-1.308624 2.980799
-0.4494601 4.588465
-0.8657388 2.893957
1.4114 1.395478
-0.1360372 -0.0346766
0.1074967 -0.4455017
0.5681314 2.452925
3.004669 1.236479
-0.9872683 2.328394
1.974638 2.923714
1.653867 0.7199587
1.539284 -0.2853402
-0.5387501 1.702859
0.7432735 1.079393
-0.4182629 -0.2745597
-1.007226 1.256321
-0.5936733 2.242068
0.4862825 3.393723
1.294184 1.037619
-0.6215984 0.7731779
0.04898137 0.8224292
0.01786364 2.275309
-1.813505 2.038222
-0.8883138 1.599463
0.8735485 0.6158027
-0.2753102 1.145906
-1.773124 0.8977205
-1.352706 0.7444685
0.9859961 3.062476
2.152253 2.951234
2.106722 1.537416
2.714134 2.820193
0.9002779 -0.1947918
0.9882468 1.302481
1.809824 -0.1920324
0.08276598 0.44933
-1.106959 2.061259
-2.94691 1.523093
-0.9511145 -0.3842515
-0.02327965 0.6166626
-0.03222154 1.930683
2.811795 1.931219
1.939262 2.250053
0.8045571 3.222079
-1.554491 1.691894
-0.7713045 1.824418
-0.1423498 -0.137472
-0.9841673 2.560424
-0.6300428 4.299771
2.032085 0.611641
0.2432566 1.517134
1.521316 2.511535
-1.261763 1.840132
-0.6181376 1.940038
-1.636777 1.804825
-1.756617 1.833201
-2.527958 -0.3213544
-1.539428 2.965371
-2.81622 0.5813803
1.731651 1.63128
2.840634 2.254443
1.51397 0.5842457
2.401628 2.747128
0.3895744 3.016556
0.5308788 2.531733
-0.05093848 3.894071
-1.539428 2.247228
1.009812 2.963148
1.941142 2.40372
-0.05904635 2.267691
2.285581 1.297514
0.5727909 0.593661
0.8281427 1.35862
-0.7228437 2.796942
2.093702 3.220535
0.1370842 2.774909
1.725419 2.890181
-0.1971325 2.53153
-2.14873 2.683145
0.6562737 1.860203
-0.4016334 -0.8250916
1.259048 0.2778506
2.569531 1.851599
0.3935524 1.768015
0.7832929 2.099751
-2.270046 1.355725
-1.227344 1.539249
-0.1362054 1.009882
0.141263 2.357593
0.2878306 1.539189
2.212812 0.2928004
1.101363 -0.4010817
0.6653194 0.1874905
0.7566656 2.165212
-0.6036031 3.168541
-0.5809971 1.381329
1.309463 2.715192
-0.2226198 2.465102
0.5855969 0.6979157
0.1769702 3.028635
0.007979755 0.5033507
1.284032 3.625481
-1.766563 1.209891
-0.9588706 0.3445214
2.128598 2.670499
1.137223 1.467814
0.6523226 0.7312939
-2.370687 2.526341
0.6785619 1.946601
0.7442353 0.4646031
1.681628 0.3571833
0.7094527 3.932045
-1.583927 2.922576
0.6242907 0.2507258
1.22478 1.29687
0.4226038 1.020687
0.5673862 1.860329
1.915788 1.811856
-0.9094974 1.914046
2.025472 1.403467
0.9309535 1.324771
0.1464906 2.573471
-0.9293052 3.617015
1.236154 1.009898
0.7007433 2.722664
1.141997 3.023847
0.6049396 -0.4212806
2.060563 0.2904417
0.5334638 2.903758
-0.9206552 2.704202
0.8333116 1.173765
1.600486 1.937561
-0.9592636 2.442929
-0.9391675 1.569602
-1.548845 4.499719
-1.190199 1.100714
